qtr_date,cpi,pi,pi_l1,pi_l2,core_pce,core_pce_pi,core_pce_pi_l1,core_pce_pi_l2,exp_pi10,unrate,nairu,unrate_gap,unemp,job_open,v_u,gscpi,good4u_views,good4u_views_norm,good4u_views_log,y2021_2022
1950-07-01,24.203333333333333,7.282530388762076,3.0409832514662227,-1.241711170706239,,,,,,4.633333333333334,5.294604,-0.6612706666666659,2897.6666666666665,,,,0.0,0.0,0.0,0
1950-10-01,24.69333333333333,8.017174778307457,7.282530388762076,3.0409832514662227,,,,,,4.233333333333333,5.301367,-1.0680336666666665,2617.6666666666665,,,,0.0,0.0,0.0,0
1951-01-01,25.69666666666667,15.931192053298737,8.017174778307457,7.282530388762076,,,,,,3.5,5.308113,-1.8081129999999996,2182.3333333333335,,,,0.0,0.0,0.0,0
1951-04-01,25.94666666666667,3.8727469626316235,15.931192053298737,8.017174778307457,,,,,,3.1,5.314789,-2.214789,1923.3333333333333,,,,0.0,0.0,0.0,0
1951-07-01,25.933333333333334,-0.20560267736158266,3.8727469626316235,15.931192053298737,,,,,,3.1666666666666665,5.321333408,-2.1546667413333336,1983.3333333333333,,,,0.0,0.0,0.0,0
1951-10-01,26.316666666666666,5.869323806922111,-0.20560267736158266,3.8727469626316235,,,,,,3.3666666666666667,5.327682495,-1.9610158283333337,2110.6666666666665,,,,0.0,0.0,0.0,0
1952-01-01,26.416666666666668,1.517068822295542,5.869323806922111,-0.20560267736158266,,,,,,3.0666666666666664,5.333774,-2.2671073333333336,1914.0,,,,0.0,0.0,0.0,0
1952-04-01,26.486666666666668,1.0585350516251424,1.517068822295542,5.869323806922111,,,,,,2.966666666666667,5.339555000000001,-2.372888333333334,1852.6666666666667,,,,0.0,0.0,0.0,0
1952-07-01,26.666666666666668,2.709153714971535,1.0585350516251424,1.517068822295542,,,,,,3.233333333333333,5.344985485,-2.1116521516666666,2004.6666666666667,,,,0.0,0.0,0.0,0
1952-10-01,26.69666666666667,0.44974706468359216,2.709153714971535,1.0585350516251424,,,,,,2.8333333333333335,5.3500404360000005,-2.516707102666667,1749.6666666666667,,,,0.0,0.0,0.0,0
1953-01-01,26.62,-1.1503602802061863,0.44974706468359216,2.709153714971535,,,,,,2.6999999999999997,5.354712999999999,-2.6547129999999997,1707.3333333333333,,,,0.0,0.0,0.0,0
1953-04-01,26.72,1.4998142805916714,-1.1503602802061863,0.44974706468359216,,,,,,2.566666666666667,5.35901165,-2.7923449833333334,1642.0,,,,0.0,0.0,0.0,0
