year,ind2d,theta_WI1_ct,theta_WI2_ct,theta_WI2_xt,theta_WI1_kt,theta_WI2_kt
2018,33,.847296,.71754229,.33327299,.26526201,.084491998
2019,33,.847296,.71754229,.33327299,.26526201,.084491998
2020,33,.847296,.71754229,.33327299,.26526201,.084491998
2021,33,.847296,.71754229,.33327299,.26526201,.084491998
1955,42,.87725627,.68826509,.24505819,.1179246,.097071201
1956,42,.87725627,.68826509,.24505819,.1179246,.097071201
1957,42,.87725627,.68826509,.24505819,.1179246,.097071201
1958,42,.87725627,.68826509,.24505819,.1179246,.097071201
1959,42,.87725627,.68826509,.24505819,.1179246,.097071201
1960,42,.87725627,.68826509,.24505819,.1179246,.097071201
1961,42,.87725627,.68826509,.24505819,.1179246,.097071201
1962,42,.87725627,.68826509,.24505819,.1179246,.097071201
1963,42,.87725627,.68826509,.24505819,.1179246,.097071201
1964,42,.87725627,.68826509,.24505819,.1179246,.097071201
1965,42,.87725627,.68826509,.24505819,.1179246,.097071201
1966,42,.87725627,.68826509,.24505819,.1179246,.097071201
1967,42,.87725627,.68826509,.24505819,.1179246,.097071201
1968,42,.87725627,.68826509,.24505819,.1179246,.097071201
1969,42,.87725627,.68826509,.24505819,.1179246,.097071201
1970,42,.8713429,.68215668,.22619569,.110073,.1096596
1971,42,.8706584,.70030588,.22170021,.1067431,.094548099
1972,42,.87380129,.72691631,.241263,.0801863,.060458701
1973,42,.88099468,.7416513,.24375281,.069437802,.053681899
1974,42,.90086228,.7672537,.2025945,.044031799,.070174299
1975,42,.9159205,.78208083,.2254048,.056621801,.0644603
1976,42,.91273648,.78019571,.2338272,.071310602,.067714997
1977,42,.91100091,.7714026,.24020579,.060911998,.0585512
1978,42,.90656853,.76299071,.2042686,.074119903,.073761597
1979,42,.89584267,.74407172,.2447716,.084737003,.0697359
1980,42,.89108628,.74085838,.28700569,.1026786,.066123001
1981,42,.88478702,.73224908,.28901911,.1004317,.067957804
1982,42,.88826811,.72890478,.27633989,.1169118,.082618497
1983,42,.8870427,.72345048,.30298701,.1256285,.077510998
1984,42,.88520342,.72340041,.2592296,.140312,.1079466
1985,42,.87554032,.71547413,.2368633,.1441184,.1195768
1986,42,.86958218,.70628452,.26963189,.14005449,.1117934
1987,42,.86435628,.70946741,.27527881,.1200825,.0854799
1988,42,.86010212,.71403319,.2728292,.1196139,.090240702
1989,42,.85807818,.71974158,.27448499,.1277532,.082675099
1990,42,.86452383,.73118079,.2693938,.1142337,.073769197
1991,42,.88056397,.75533819,.24512669,.1222048,.080925196
1992,42,.89296907,.77084768,.2328932,.1416374,.1017389
1993,42,.90007252,.77596891,.20565081,.1260424,.095658898
1994,42,.9066993,.7791723,.1966127,.1255125,.1036584
1995,42,.90580791,.77078801,.1869505,.1190215,.1114211
1996,42,.89657968,.75909472,.1721549,.1122294,.1093659
1997,42,.88732332,.7531687,.1791642,.1074742,.098654203
1998,42,.88459748,.75668901,.1765684,.1122713,.0995261
1999,42,.8730948,.74628401,.20000041,.1171059,.1021257
2000,42,.86875451,.73976642,.22236539,.14482769,.1142111
2001,42,.86703748,.73926133,.23496871,.1603741,.1258965
2002,42,.86154753,.72903109,.25224969,.1856813,.1372028
2003,42,.85310739,.70898658,.2931551,.2029074,.14717621
2004,42,.85662073,.70295107,.27216971,.1876536,.13682459
2005,42,.85566813,.70274597,.25048339,.1738492,.1112356
2006,42,.85733801,.7007193,.22567441,.1675531,.1125409
2007,42,.85946548,.70584452,.2218587,.1785078,.13518851
2008,42,.86055422,.71276999,.2655293,.1078974,.088974297
2009,42,.86022788,.72799039,.26952711,.1195614,.073121801
2010,42,.86012149,.73646271,.3181496,.095448203,.019418901
2011,42,.86293828,.73343468,.34157729,.084482998,.0055935001
2012,42,.87521583,.74722427,.3816179,.1175947,.0221272
2013,42,.87650341,.73916781,.40076599,.18022171,.046105899
2014,42,.88074219,.72571129,.356305,.1753848,.069892898
2015,42,.88846987,.72278941,.3894251,.376026,.2397186
2016,42,.88621759,.71947402,.3687146,.441744,.28907511
2017,42,.88621759,.71947402,.3687146,.441744,.28907511
2018,42,.88621759,.71947402,.3687146,.441744,.28907511
2019,42,.88621759,.71947402,.3687146,.441744,.28907511
2020,42,.88621759,.71947402,.3687146,.441744,.28907511
2021,42,.88621759,.71947402,.3687146,.441744,.28907511
1955,44,.87541902,.73077017,.2122522,.1117806,.069741897
1956,44,.87541902,.73077017,.2122522,.1117806,.069741897
1957,44,.87541902,.73077017,.2122522,.1117806,.069741897
1958,44,.87541902,.73077017,.2122522,.1117806,.069741897
1959,44,.87541902,.73077017,.2122522,.1117806,.069741897
1960,44,.87541902,.73077017,.2122522,.1117806,.069741897
1961,44,.87541902,.73077017,.2122522,.1117806,.069741897
1962,44,.87541902,.73077017,.2122522,.1117806,.069741897
1963,44,.87541902,.73077017,.2122522,.1117806,.069741897
1964,44,.87541902,.73077017,.2122522,.1117806,.069741897
1965,44,.87541902,.73077017,.2122522,.1117806,.069741897
1966,44,.87541902,.73077017,.2122522,.1117806,.069741897
1967,44,.87541902,.73077017,.2122522,.1117806,.069741897
1968,44,.87541902,.73077017,.2122522,.1117806,.069741897
1969,44,.87541902,.73077017,.2122522,.1117806,.069741897
1970,44,.8835513,.70924687,.27691671,.1316386,.062117599
1971,44,.87399632,.70117849,.30328229,.1284242,.062361401
1972,44,.86014938,.69302708,.30960301,.088351399,.0713441
1973,44,.84662813,.69572401,.2711499,.0580181,.074487098
1974,44,.84085017,.70033401,.2365337,.073339097,.0819804
1975,44,.83796012,.70529318,.22071721,.1116621,.091370299
1976,44,.83354342,.70926517,.2355115,.089098103,.044096898
1977,44,.83350188,.71867383,.2324626,.1152074,.0531202
1978,44,.83267027,.71867329,.2428747,.1490297,.066166602
1979,44,.82798111,.71737647,.27476439,.1675456,.063157901
1980,44,.83453888,.72390091,.2066538,.1533145,.094546601
1981,44,.83179128,.71644098,.1716177,.1734049,.1532618
1982,44,.82993942,.70664197,.1789742,.14086699,.13352069
1983,44,.8397218,.70836192,.2113823,.1071837,.1110822
1984,44,.84405339,.70633483,.2116985,.1114995,.106665
1985,44,.83316702,.69957417,.2344891,.14340299,.083464801
1986,44,.8366906,.69960141,.25626901,.1471885,.073388301
1987,44,.83049041,.69629377,.2551187,.158935,.066382103
1988,44,.82668471,.69463831,.25662899,.16462541,.067885302
1989,44,.8184123,.69283801,.26129219,.17855559,.070277698
1990,44,.81936121,.69020373,.26106021,.1714382,.081711203
1991,44,.81649321,.69287598,.2391905,.17056119,.095041998
1992,44,.81580848,.6929003,.2461174,.17366379,.098439798
1993,44,.81408012,.6909911,.25599629,.1617483,.087005697
1994,44,.80847847,.6884504,.25291091,.1332937,.072090797
1995,44,.80019248,.68053502,.27511841,.1432333,.067647398
1996,44,.79176122,.66952491,.2988545,.1595501,.075000703
1997,44,.78578442,.66578108,.2777316,.1781977,.083709002
1998,44,.78712732,.667211,.2722607,.1816154,.080812998
1999,44,.78984898,.66739959,.290387,.1760233,.12841649
2000,44,.79565197,.66995621,.28558189,.1715406,.1231693
2001,44,.80474818,.67541307,.27120149,.17243379,.12632971
2002,44,.81723291,.68299812,.30100629,.1596662,.1199381
2003,44,.82375532,.68416798,.33041441,.15100861,.1127597
2004,44,.82634968,.68838233,.3392157,.1809765,.0229163
2005,44,.82992619,.69797891,.4140783,.2226021,.033498701
2006,44,.83104348,.69938612,.38774031,.18278819,.063326001
2007,44,.8392244,.70488483,.40627271,.2130674,.0542458
2008,44,.84511191,.69908178,.43300489,.240354,.1154226
2009,44,.85279298,.70102042,.41860679,.2205279,.1179132
2010,44,.84723669,.68962681,.38440201,.19221181,.1221626
2011,44,.83402419,.69058633,.38609111,.24779131,.1043166
2012,44,.81871378,.68610537,.3447206,.19672941,.1385953
2013,44,.80145657,.68288243,.3347804,.2054812,.1087957
2014,44,.78492701,.6770485,.33570269,.2311985,.1235753
2015,44,.7762478,.67735022,.3427653,.2487288,.1029125
2016,44,.77106959,.67177051,.3670918,.2331019,.081241198
2017,44,.77106959,.67177051,.3670918,.2331019,.081241198
2018,44,.77106959,.67177051,.3670918,.2331019,.081241198
2019,44,.77106959,.67177051,.3670918,.2331019,.081241198
2020,44,.77106959,.67177051,.3670918,.2331019,.081241198
2021,44,.77106959,.67177051,.3670918,.2331019,.081241198
1955,45,.90596551,.70553988,.1733299,.076015703,.094707802
1956,45,.90596551,.70553988,.1733299,.076015703,.094707802
1957,45,.90596551,.70553988,.1733299,.076015703,.094707802
1958,45,.90596551,.70553988,.1733299,.076015703,.094707802
1959,45,.90596551,.70553988,.1733299,.076015703,.094707802
1960,45,.90596551,.70553988,.1733299,.076015703,.094707802
1961,45,.90596551,.70553988,.1733299,.076015703,.094707802
1962,45,.90596551,.70553988,.1733299,.076015703,.094707802
1963,45,.90596551,.70553988,.1733299,.076015703,.094707802
1964,45,.90596551,.70553988,.1733299,.076015703,.094707802
1965,45,.90596551,.70553988,.1733299,.076015703,.094707802
1966,45,.90596551,.70553988,.1733299,.076015703,.094707802
1967,45,.90596551,.70553988,.1733299,.076015703,.094707802
1968,45,.90596551,.70553988,.1733299,.076015703,.094707802
1969,45,.90596551,.70553988,.1733299,.076015703,.094707802
1970,45,.86850119,.62764001,.2573283,.060639501,.090625599
1971,45,.8597582,.61783433,.2795797,.039533,.081804603
1972,45,.86477262,.62229609,.31062329,.0274352,.088995099
1973,45,.89421839,.64227033,.3115792,.14851721,.080674298
1974,45,.90649962,.66206729,.34824941,.17697451,.075494297
1975,45,.90619183,.69018108,.30945531,.163085,.1084335
1976,45,.90112579,.71376657,.31581369,.087009698,.047197599
1977,45,.89980757,.72110128,.3091307,.065923199,.051231999
1978,45,.8950668,.72622001,.30333501,.038012899,.057245798
1979,45,.88372988,.72580308,.27057481,.053047702,.0616193
1980,45,.86655438,.72135448,.3023847,.089048997,.063666001
1981,45,.85233682,.69815332,.27903199,.14818481,.1498352
1982,45,.83414108,.68683362,.2730445,.1956647,.13941251
1983,45,.84002751,.67934948,.2631779,.16875461,.1227254
1984,45,.84248692,.67366058,.302434,.15641101,.114479
1985,45,.85922009,.67341483,.30777541,.1081864,.0860155
1986,45,.85942572,.67342192,.31479669,.092937998,.068543099
1987,45,.85223532,.66664648,.3301096,.0958241,.078406997
1988,45,.84148711,.66511929,.30490401,.1111976,.092273198
1989,45,.83608931,.66489619,.2868624,.14211249,.1112192
1990,45,.83366859,.66865772,.28040019,.1649382,.123602
1991,45,.83264571,.66636157,.23918711,.1636214,.1198951
1992,45,.83223218,.67175257,.2157889,.1612751,.1189147
1993,45,.83074629,.67092568,.25173229,.1686215,.1106494
1994,45,.83555859,.6634919,.2455167,.16651049,.1122328
1995,45,.82542181,.65118277,.25319701,.16130909,.108622
1996,45,.82396919,.66190279,.24727909,.1469506,.1022461
1997,45,.83050889,.68001437,.2076647,.097890303,.049098101
1998,45,.84903222,.72107351,.1874467,.0589322,.0090893004
1999,45,.85512781,.73890811,.2237172,.027809201,-.032407999
2000,45,.86793691,.75590152,.1910146,.021505401,-.032316301
2001,45,.87406409,.75739223,.2040913,.0010739,-.0550851
2002,45,.88006699,.76731849,.16018941,.0174562,.0146061
2003,45,.87100911,.728499,.2037971,.1028154,.085532501
2004,45,.85980278,.71801752,.20387369,.1415029,.0856613
2005,45,.85340887,.71449828,.29366621,.16482431,.049645498
2006,45,.85767692,.72554672,.28868729,.1712589,.053832602
2007,45,.85375661,.72074991,.3247588,.1949148,.071152203
2008,45,.84041882,.72911167,.29779699,.2473786,.1079029
2009,45,.85024738,.74236518,.25521979,.294135,.2109587
2010,45,.85715479,.75176471,.2793217,.1690374,.1408391
2011,45,.86330873,.75850087,.2622965,.1178224,.079852298
2012,45,.86956137,.76854312,.1105303,.088957302,.069922097
2013,45,.88367927,.78819972,.17614,-.092445403,-.1253673
2014,45,.89130312,.78256577,.228848,-.1000599,-.1566672
2015,45,.89836413,.784729,.054372199,-.099991597,-.1010497
2016,45,.9012509,.78299862,.046284899,-.1076908,-.1183415
2017,45,.9012509,.78299862,.046284899,-.1076908,-.1183415
2018,45,.9012509,.78299862,.046284899,-.1076908,-.1183415
2019,45,.9012509,.78299862,.046284899,-.1076908,-.1183415
2020,45,.9012509,.78299862,.046284899,-.1076908,-.1183415
2021,45,.9012509,.78299862,.046284899,-.1076908,-.1183415
1955,48,.85658431,.78380072,.0881873,.1878171,.18042751
1956,48,.85658431,.78380072,.0881873,.1878171,.18042751
1957,48,.85658431,.78380072,.0881873,.1878171,.18042751
1958,48,.85658431,.78380072,.0881873,.1878171,.18042751
1959,48,.85658431,.78380072,.0881873,.1878171,.18042751
1960,48,.85658431,.78380072,.0881873,.1878171,.18042751
1961,48,.85658431,.78380072,.0881873,.1878171,.18042751
1962,48,.85658431,.78380072,.0881873,.1878171,.18042751
1963,48,.85658431,.78380072,.0881873,.1878171,.18042751
1964,48,.85658431,.78380072,.0881873,.1878171,.18042751
1965,48,.85658431,.78380072,.0881873,.1878171,.18042751
1966,48,.85658431,.78380072,.0881873,.1878171,.18042751
1967,48,.85658431,.78380072,.0881873,.1878171,.18042751
1968,48,.85658431,.78380072,.0881873,.1878171,.18042751
1969,48,.85658431,.78380072,.0881873,.1878171,.18042751
1970,48,.83656448,.78865051,.081739701,.27311,.2492404
1971,48,.84942752,.78782052,.13615049,.28461051,.25065169
1972,48,.84879482,.77811658,.1976532,.2374595,.2110734
1973,48,.84773189,.77617449,.2061218,.2147686,.19637769
1974,48,.83122241,.74749392,.2448137,.2088055,.1825835
1975,48,.82661039,.73620182,.2387391,.1945594,.2006975
1976,48,.8134613,.72094941,.25860929,.2157345,.2084578
1977,48,.82041448,.71961141,.2025495,.2164561,.1948994
1978,48,.82475263,.71810371,.1391042,.218977,.19648071
1979,48,.82639408,.71774191,.082018703,.1904965,.16040181
1980,48,.83588111,.72699451,.0704953,.17056809,.1335897
1981,48,.8368057,.72717452,.0528972,.1181665,.1117192
1982,48,.83553231,.71078181,.0714636,.0935774,.1178175
1983,48,.83418298,.69615942,.090267397,.063074604,.0861983
1984,48,.84567672,.70255709,.13477311,.047015902,.083529703
1985,48,.84732431,.69020009,.17467719,.035142001,.0611418
1986,48,.84792411,.68879223,.2243834,.075587898,.070211597
1987,48,.84625489,.69510072,.22611099,.097162902,.0765002
1988,48,.84892511,.7141754,.2200442,.097446099,.071437597
1989,48,.84923708,.71528292,.22815029,.1106707,.076469503
1990,48,.85861582,.72631001,.22110879,.1308759,.078949898
1991,48,.86839747,.72623408,.2050284,.1165535,.063702703
1992,48,.87613869,.72245681,.2277016,.091253802,.049051199
1993,48,.8741833,.70790648,.2482307,.066627897,.0051865
1994,48,.87295491,.70871878,.2624554,.0413546,-.0060025002
1995,48,.87299758,.71660662,.2452738,.058308601,.017119501
1996,48,.88515288,.73193198,.26490471,.070575103,.022918999
1997,48,.88724232,.71792817,.26298389,.078185901,.034633599
1998,48,.8931278,.73918402,.22052591,.119155,.086186402
1999,48,.88762951,.75037622,.20395041,.1387268,.1059928
2000,48,.88927507,.76010817,.2354531,.15837011,.1018009
2001,48,.87240028,.74159479,.21991239,.1811955,.1236947
2002,48,.86492938,.76939362,.1809113,.21320739,.1589628
2003,48,.85783631,.74946457,.24893799,.1741498,.1491639
2004,48,.84269649,.72932398,.1824404,.1784163,.1677442
2005,48,.82986099,.74781942,.145761,.1752748,.1616139
2006,48,.81311291,.7513395,.1681478,.18162461,.1507878
2007,48,.81236881,.75921589,.14214461,.1703147,.1476751
2008,48,.80328548,.75363362,.1359179,.1829965,.14085931
2009,48,.80256999,.75541449,.1931915,.18264081,.1284648
2010,48,.80180991,.73984152,.188796,.196463,.1489398
2011,48,.81753212,.75866061,.1299478,.1206557,.1118348
2012,48,.82364398,.79270327,.1604417,.073942803,.055488098
2013,48,.82593822,.8065573,.21768279,.092188001,.062240899
2014,48,.83423018,.82081968,.2163907,.092696197,.061439801
2015,48,.83902973,.83328599,.2458062,.089240797,.056923501
2016,48,.84045142,.831846,.2564685,.083283499,.0518107
2017,48,.84045142,.831846,.2564685,.083283499,.0518107
2018,48,.84045142,.831846,.2564685,.083283499,.0518107
2019,48,.84045142,.831846,.2564685,.083283499,.0518107
2020,48,.84045142,.831846,.2564685,.083283499,.0518107
2021,48,.84045142,.831846,.2564685,.083283499,.0518107
1955,49,.85658431,.78380072,.0881873,.1878171,.18042751
1956,49,.85658431,.78380072,.0881873,.1878171,.18042751
1957,49,.85658431,.78380072,.0881873,.1878171,.18042751
1958,49,.85658431,.78380072,.0881873,.1878171,.18042751
1959,49,.85658431,.78380072,.0881873,.1878171,.18042751
1960,49,.85658431,.78380072,.0881873,.1878171,.18042751
1961,49,.85658431,.78380072,.0881873,.1878171,.18042751
1962,49,.85658431,.78380072,.0881873,.1878171,.18042751
1963,49,.85658431,.78380072,.0881873,.1878171,.18042751
1964,49,.85658431,.78380072,.0881873,.1878171,.18042751
1965,49,.85658431,.78380072,.0881873,.1878171,.18042751
1966,49,.85658431,.78380072,.0881873,.1878171,.18042751
1967,49,.85658431,.78380072,.0881873,.1878171,.18042751
1968,49,.85658431,.78380072,.0881873,.1878171,.18042751
1969,49,.85658431,.78380072,.0881873,.1878171,.18042751
1970,49,.83656448,.78865051,.081739701,.27311,.2492404
1971,49,.84942752,.78782052,.13615049,.28461051,.25065169
1972,49,.84879482,.77811658,.1976532,.2374595,.2110734
1973,49,.84773189,.77617449,.2061218,.2147686,.19637769
1974,49,.83122241,.74749392,.2448137,.2088055,.1825835
1975,49,.82661039,.73620182,.2387391,.1945594,.2006975
1976,49,.8134613,.72094941,.25860929,.2157345,.2084578
1977,49,.82041448,.71961141,.2025495,.2164561,.1948994
1978,49,.82475263,.71810371,.1391042,.218977,.19648071
1979,49,.82639408,.71774191,.082018703,.1904965,.16040181
1980,49,.83588111,.72699451,.0704953,.17056809,.1335897
1981,49,.8368057,.72717452,.0528972,.1181665,.1117192
1982,49,.83553231,.71078181,.0714636,.0935774,.1178175
1983,49,.83418298,.69615942,.090267397,.063074604,.0861983
1984,49,.84567672,.70255709,.13477311,.047015902,.083529703
1985,49,.84732431,.69020009,.17467719,.035142001,.0611418
1986,49,.84792411,.68879223,.2243834,.075587898,.070211597
1987,49,.84625489,.69510072,.22611099,.097162902,.0765002
1988,49,.84892511,.7141754,.2200442,.097446099,.071437597
1989,49,.84923708,.71528292,.22815029,.1106707,.076469503
1990,49,.85861582,.72631001,.22110879,.1308759,.078949898
1991,49,.86839747,.72623408,.2050284,.1165535,.063702703
1992,49,.87613869,.72245681,.2277016,.091253802,.049051199
1993,49,.8741833,.70790648,.2482307,.066627897,.0051865
1994,49,.87295491,.70871878,.2624554,.0413546,-.0060025002
1995,49,.87299758,.71660662,.2452738,.058308601,.017119501
1996,49,.88515288,.73193198,.26490471,.070575103,.022918999
1997,49,.88724232,.71792817,.26298389,.078185901,.034633599
1998,49,.8931278,.73918402,.22052591,.119155,.086186402
1999,49,.88762951,.75037622,.20395041,.1387268,.1059928
2000,49,.88927507,.76010817,.2354531,.15837011,.1018009
2001,49,.87240028,.74159479,.21991239,.1811955,.1236947
2002,49,.86492938,.76939362,.1809113,.21320739,.1589628
2003,49,.85783631,.74946457,.24893799,.1741498,.1491639
2004,49,.84269649,.72932398,.1824404,.1784163,.1677442
2005,49,.82986099,.74781942,.145761,.1752748,.1616139
2006,49,.81311291,.7513395,.1681478,.18162461,.1507878
2007,49,.81236881,.75921589,.14214461,.1703147,.1476751
2008,49,.80328548,.75363362,.1359179,.1829965,.14085931
2009,49,.80256999,.75541449,.1931915,.18264081,.1284648
2010,49,.80180991,.73984152,.188796,.196463,.1489398
2011,49,.81753212,.75866061,.1299478,.1206557,.1118348
2012,49,.82364398,.79270327,.1604417,.073942803,.055488098
2013,49,.82593822,.8065573,.21768279,.092188001,.062240899
2014,49,.83423018,.82081968,.2163907,.092696197,.061439801
2015,49,.83902973,.83328599,.2458062,.089240797,.056923501
2016,49,.84045142,.831846,.2564685,.083283499,.0518107
2017,49,.84045142,.831846,.2564685,.083283499,.0518107
2018,49,.84045142,.831846,.2564685,.083283499,.0518107
2019,49,.84045142,.831846,.2564685,.083283499,.0518107
2020,49,.84045142,.831846,.2564685,.083283499,.0518107
2021,49,.84045142,.831846,.2564685,.083283499,.0518107
1955,51,.79611999,.54586607,.31557181,.1561041,.1605012
1956,51,.79611999,.54586607,.31557181,.1561041,.1605012
1957,51,.79611999,.54586607,.31557181,.1561041,.1605012
1958,51,.79611999,.54586607,.31557181,.1561041,.1605012
1959,51,.79611999,.54586607,.31557181,.1561041,.1605012
1960,51,.79611999,.54586607,.31557181,.1561041,.1605012
1961,51,.79611999,.54586607,.31557181,.1561041,.1605012
1962,51,.79611999,.54586607,.31557181,.1561041,.1605012
1963,51,.79611999,.54586607,.31557181,.1561041,.1605012
1964,51,.79611999,.54586607,.31557181,.1561041,.1605012
1965,51,.79611999,.54586607,.31557181,.1561041,.1605012
1966,51,.79611999,.54586607,.31557181,.1561041,.1605012
1967,51,.79611999,.54586607,.31557181,.1561041,.1605012
1968,51,.79611999,.54586607,.31557181,.1561041,.1605012
1969,51,.79611999,.54586607,.31557181,.1561041,.1605012
1970,51,.81304389,.56438029,.32777789,.15827841,.17222141
1971,51,.82172418,.56299818,.3335526,.1460267,.1805456
1972,51,.82620782,.57247919,.3670046,.195151,.1253975
1973,51,.82852572,.57889038,.42726129,.2103433,.083359703
1974,51,.83840978,.57822698,.3920199,.2043391,.1227995
1975,51,.83927149,.57792407,.33183599,.23240221,.1280154
1976,51,.83194458,.57254899,.34501591,.2287731,.1316659
1977,51,.82471478,.5701018,.33201021,.2457356,.1399204
1978,51,.82059097,.57035673,.28543389,.25524709,.1540858
1979,51,.81897992,.5724867,.33371371,.29149911,.15743969
1980,51,.81625032,.57115698,.28146169,.29656649,.1818264
1981,51,.81853169,.5806337,.2974771,.29806259,.1668247
1982,51,.82073498,.58013761,.31070951,.2173353,.12516651
1983,51,.82284558,.57836467,.36366409,.1936534,.13731369
1984,51,.82365739,.59004301,.3465327,.1877123,.1451548
1985,51,.82432407,.6037572,.3413941,.17592929,.14121971
1986,51,.8296001,.61827928,.31047609,.16304369,.14512999
1987,51,.82331228,.62131917,.3041451,.17594071,.14918169
1988,51,.82213992,.62770659,.28761959,.17934521,.1224578
1989,51,.82060587,.62658328,.31079069,.1815623,.1106838
1990,51,.8127858,.61449391,.32260719,.1975411,.1139222
1991,51,.80363172,.59777552,.34506711,.21490639,.10658
1992,51,.81233948,.60009652,.329413,.20987649,.090241402
1993,51,.81219089,.60531759,.3359504,.2038994,.1009548
1994,51,.80750787,.60218751,.32079911,.17957561,.1026931
1995,51,.80800992,.61069107,.31511229,.1694248,.1108045
1996,51,.80327177,.6144402,.3326931,.14059331,.088935196
1997,51,.79381108,.612216,.30174831,.1251352,.071263202
1998,51,.7986716,.62474239,.2264424,.094041303,.047736999
1999,51,.79399562,.61796671,.27979061,.14958531,.1042958
2000,51,.77950329,.59379661,.31108451,.1598627,.1065009
2001,51,.7599169,.56993967,.31863421,.1804028,.1115555
2002,51,.74863201,.55770469,.36483669,.206246,.122214
2003,51,.72731757,.53309667,.55235022,.3267335,.2050564
2004,51,.7196672,.52872437,.51861978,.31050679,.1674363
2005,51,.7196576,.53833061,.46981841,.25728059,.1092311
2006,51,.7361899,.55259073,.4396672,.224536,.1009916
2007,51,.74454612,.55556118,.43658209,.20634539,.083974302
2008,51,.74567938,.54742622,.4518148,.213351,.086057797
2009,51,.75473273,.54066002,.4909513,.21838979,.0565916
2010,51,.76988941,.54087561,.53260368,.2968511,.088643603
2011,51,.77874613,.53265041,.49466649,.35427409,.1536233
2012,51,.76034331,.52069002,.46079269,.40066949,.17315391
2013,51,.75572461,.52156699,.46205169,.4078311,.1636578
2014,51,.74284571,.51326978,.49146721,.34738901,.1409907
2015,51,.73503041,.5051223,.45001289,.308447,.13901611
2016,51,.71631128,.50019628,.46757239,.2412428,.062043302
2017,51,.71631128,.50019628,.46757239,.2412428,.062043302
2018,51,.71631128,.50019628,.46757239,.2412428,.062043302
2019,51,.71631128,.50019628,.46757239,.2412428,.062043302
2020,51,.71631128,.50019628,.46757239,.2412428,.062043302
2021,51,.71631128,.50019628,.46757239,.2412428,.062043302
1955,52,.95941472,.82709748,.1734948,.0063107,.033927198
1956,52,.95941472,.82709748,.1734948,.0063107,.033927198
1957,52,.95941472,.82709748,.1734948,.0063107,.033927198
1958,52,.95941472,.82709748,.1734948,.0063107,.033927198
1959,52,.95941472,.82709748,.1734948,.0063107,.033927198
1960,52,.95941472,.82709748,.1734948,.0063107,.033927198
1961,52,.95941472,.82709748,.1734948,.0063107,.033927198
1962,52,.95941472,.82709748,.1734948,.0063107,.033927198
1963,52,.95941472,.82709748,.1734948,.0063107,.033927198
1964,52,.95941472,.82709748,.1734948,.0063107,.033927198
1965,52,.95941472,.82709748,.1734948,.0063107,.033927198
1966,52,.95941472,.82709748,.1734948,.0063107,.033927198
